Tweet,Sentiment
new cdc recommends that gatherings of people or more in u s be canceled or postponed in next weeks because of coronavirus,neutral
well it s official my kids are off school for weeks f you covid coronavirususa coronapocalypse,neutral
before it all ends from coronavirus y all need to see these gains happysunday washyourhands,neutral
i didn t get the travel insurance coverage for my staycation plus don t wanna lose my pto coronavirus covid,neutral
all these assholes hoarding masks they probably won t need or use while i m just trying to do my research where i n,neutral
this is a surefire recipe for spread coronavirususa like the mobile lounges airport are the mobile loun,neutral
think people have gone crazy seeing most of them with paper towels and tissue makes me think abnormal if you don t,negative
empty pacific theater in a late night viewing of the bloodshot movie all la theaters closed from m,negative
proof the coronavirus came from china from ivanka trump s sweat shops i again don t take responsi,neutral
coronavirus death toll rises in italy coronavirus,neutral
when is the cdc going to allow doctors to test whoever they believe should be te,neutral
with protecting america from the coronavirus seems it would be an appropriate move to put our real military at the,positive
is totally to blame he and his minions started out calling it a liberal democrat hoax then we ac,neutral
the trump is an a moron dangerous coronavirus this is on you you let this man slid,negative
mo gov mike parson says his administration strongly urge the cancellation of suspension of public gatherings of,positive
i think it s a nasty question when you say me i don t know anything about it you said we did it but i don,negative
re social distancing because asymptomatics can be contagious because fomites can transmit virus we need to sta,positive
words into the debate biden coughs on his hand demdebate coronavirus,neutral
demdebate so far both agree that people should have their health and livelihood protec,negative
you have to remember if contract the coronavirus at the same time both are,neutral
many texas schools could be closed through academic year due to coronavirus education commissioner warns,positive
